mapping_id,club_id,entity_id,entity_label,article_date,article_url,source_common_name,source_locations,matched_all_names,source_gkg_record_id,source_archive_timestamp,sample_hash,sample_rank,reviewer,is_true_club_match,exclusion_reason,reviewed_at,review_basis
BOS-current,BOS,Q194121,Boston Bruins,20231026,https://www.bignewsnetwork.com/news/274011060/winless-sharks-in-rough-road-test-vs-lightning,bignewsnetwork.com,"2#Colorado, United States#US#USCO##39.0646#-105.327#CO#488;2#Florida, United States#US#USFL##27.8333#-81.717#FL#625;4#Toronto, Ontario, Canada#CA#CA08#12686#43.6667#-79.4167#-574890#2048;1#United States#US#US##39.828175#-98.5795#US#120;1#United States#US#US##39.828175#-98.5795#US#319;3#Tampa, Florida, United States#US#USFL#FL057#27.9475#-82.4584#292005#105;3#Tampa, Florida, United States#US#USFL#FL057#27.9475#-82.4584#292005#304","Nathan Ray Seebeck-United States,53;San Jose Sharks,86;San Jose,194;Sunshine State,262;Tampa Bay Lightning,312;Vegas Golden Knights,457;Colorado Avalanche,481;Boston Bruins,499;David Quinn,522;Eastern Conference,597;Aleksander Barkov,873;Mackenzie Blackwood,1039;Stanley Cup Final,1142;San Jose,1654;Pacific Division,1730;Western Conference,1838;Filip Zadina,1885;Carolina Hurricanes,2064;Toronto Maple Leafs,2152;Jon Cooper,2244;Brayden Point,2269;Alex Barre-Boulet,2340;Jonas Johansson,2406;Tommy Novak,2855",20231026000000-132,20231026000000,78d4fc7a6ad9bca1a74f9ae521951ab4f4a9742abedae7213d76b41040b6b084,11,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
BOS-current,BOS,Q194121,Boston Bruins,20241127,https://www.squamishchief.com/highlights/canucks-lines-vs-bruins-november-26-2024-9865845,squamishchief.com,"4#Ottawa, Ontario, Canada#CA#CA08#12755#45.4167#-75.7#-570760#1873;4#Calgary, Alberta, Canada#CA#CA01#12549#51.0833#-114.083#-561990#287","Vancouver Canucks,38;Boston Bruins,80;Brock Boeser,101;Calgary Flames,302;Nikita Zadorov,329;Elias Lindholm,348;Jake DeBrusk,1595;Elias Pettersson,2111;Kiefer Sherwood,2131;Brock Boeser,2877;Pius Suter,3144;Dakota Joshua,3166;Danton Heinen,3264;Teddy Blueger,3282;Max Sasson,3426;Carson Soucy,3873;Tyler Myers,3889;Quinn Hughes,3996;Tyler Myers,4207;Carson Soucy,4231;Noah Juulsen,4276;Vincent Desharnais,4307;Kevin Lankinen,4384;Jim Montgomery,4885;Jack Adams Award,4919;Joe Sacco,5096;David Pastrnak,5642;Jeremy Swayman,5846",20241127000000-844,20241127000000,93298b3f4e6ad412e2dab7fd7e95517c0ee55e5c8b456facd45815698bcaa32b,12,Codex manual review,true,,2026-08-03,URL subject and GKG AllNames context establish a substantive article-context reference to the registered NHL club
BOS-current,BOS,Q194121,Boston Bruins,20260116,https://aldergrovestar.com/2026/01/15/abbotsford-canucks-defender-kirill-kudryavtsev-named-to-ahl-all-star-classic/,aldergrovestar.com,"2#Colorado, United States#US#USCO##39.0646#-105.327#CO#1921;1#Russia#RS#RS##60#100#RS#606;1#Russian#RS#RS##60#100#RS#112;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#504;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#1039;1#American#US#US##39.828175#-98.5795#US#75;1#American#US#US##39.828175#-98.5795#US#440","Abbotsford Canucks,19;Kirill Kudryavtsev,49;American Hockey League,90;Christian Wolanin,227;Arshdeep Bains,259;Star Classic,351;American Hockey League,514;Vancouver Canucks,595;Ontario Hockey League,731;Marie Greyhounds,760;Kirill Kudryavtsev,1237;Star Classic,1309;Abbotsford Canucks,1435;Abbotsford Canucks,1693;Ryan Johnson,1722;Pacific Division,1964;Colorado Eagles,2088;Pacific Division,2125;Abbotsford Canucks,2218;Star Challenge,2597;Star Skills Competition,2688;Eastern Conference,2723;Western Conference,2746;Abbotsford Canucks,2880;Providence Bruins,2933;Michael DiPietro,2957;Bridgeport Islanders,2982;Boston Bruins,3047;New York Islanders,3122",20260116000000-1319,20260116000000,b115aec216a1dd697474c2e0c1917e26a923bd7cbcc06409ac1097e48b291a89,13,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
BOS-current,BOS,Q194121,Boston Bruins,20231026,https://www.heraldglobe.com/news/274011060/winless-sharks-in-rough-road-test-vs-lightning,heraldglobe.com,"1#United States#US#US##39.828175#-98.5795#US#120;1#United States#US#US##39.828175#-98.5795#US#319;1#United States#US#US##39.828175#-98.5795#US#338;3#Tampa, Florida, United States#US#USFL#FL057#27.9475#-82.4584#292005#105;3#Tampa, Florida, United States#US#USFL#FL057#27.9475#-82.4584#292005#304;2#Florida, United States#US#USFL##27.8333#-81.717#FL#640;4#Toronto, Ontario, Canada#CA#CA08#12686#43.6667#-79.4167#-574890#2063;2#Colorado, United States#US#USCO##39.0646#-105.327#CO#503","Nathan Ray Seebeck-United States,52;San Jose Sharks,85;San Jose,193;Sunshine State,261;Tampa Bay Lightning,311;Vegas Golden Knights,456;Colorado Avalanche,480;Boston Bruins,498;David Quinn,521;Eastern Conference,596;Aleksander Barkov,872;Mackenzie Blackwood,1038;Stanley Cup Final,1141;San Jose,1653;Pacific Division,1729;Western Conference,1837;Filip Zadina,1884;Carolina Hurricanes,2063;Toronto Maple Leafs,2151;Jon Cooper,2243;Brayden Point,2268;Alex Barre-Boulet,2339;Jonas Johansson,2405;Tommy Novak,2854",20231026000000-1585,20231026000000,c2e931008fc502eeacee5486b3ac3bdc3ff91e1622e4ef92691f57942fe5d5d0,14,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
BOS-current,BOS,Q194121,Boston Bruins,20260404,http://www.pittsburghstar.com/news/278962862/panthers-could-be-spoilers-as-they-open-back-to-back-set-at-penguins,pittsburghstar.com,"1#Canada#CA#CA##60#-96#CA#474;1#Canada#CA#CA##60#-96#CA#2831;3#Tampa Bay, Florida, United States#US#USFL#FL103#27.765#-82.5825#294169#1688;4#Ottawa, Ontario, Canada#CA#CA08#12755#45.4167#-75.7#-570760#466;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#818;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#1001;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#1089;2#New Jersey, United States#US#USNJ##40.314#-74.5089#NJ#2183;2#Florida, United States#US#USFL##27.8333#-81.717#FL#53;2#Florida, United States#US#USFL##27.8333#-81.717#FL#380;2#Florida, United States#US#USFL##27.8333#-81.717#FL#747;2#Florida, United States#US#USFL##27.8333#-81.717#FL#2146;3#Washington, Washington, United States#US#USDC#DC001#38.8951#-77.0364#531871#2220","Sam Navarro-Imagn Images,44;Florida Panthers,69;Stanley Cup,355;Ottawa Senators,512;Eastern Conference,545;Brad Marchand,747;Sam Reinhart,765;Niko Mikkola,782;Boston Bruins,885;Paul Maurice,1019;Cole Schwindt,1499;Tampa Bay Lightning,1815;Metropolitan Division,1974;New York Islanders,2083;Columbus Blue Jackets,2157;New Jersey,2329;Dan Muse,2488;Team Canada,3027;Anthony Mantha,3059;Field Level,3194",20260404000000-701,20260404000000,c502325ae7c67e0eb61fe9f4e4db23587f61cdb0aaf6c636801e08358c7f1c1a,15,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
BOS-current,BOS,Q194121,Boston Bruins,20231026,https://www.massachusettssun.com/news/274011060/winless-sharks-in-rough-road-test-vs-lightning,massachusettssun.com,"2#Florida, United States#US#USFL##27.8333#-81.717#FL#625;3#Tampa, Florida, United States#US#USFL#FL057#27.9475#-82.4584#292005#105;3#Tampa, Florida, United States#US#USFL#FL057#27.9475#-82.4584#292005#304;4#Toronto, Ontario, Canada#CA#CA08#12686#43.6667#-79.4167#-574890#2048;1#United States#US#US##39.828175#-98.5795#US#120;1#United States#US#US##39.828175#-98.5795#US#319;2#Colorado, United States#US#USCO##39.0646#-105.327#CO#488","Nathan Ray Seebeck-United States,52;San Jose Sharks,85;San Jose,193;Sunshine State,261;Tampa Bay Lightning,311;Vegas Golden Knights,456;Colorado Avalanche,480;Boston Bruins,498;David Quinn,521;Eastern Conference,596;Aleksander Barkov,872;Mackenzie Blackwood,1038;Stanley Cup Final,1141;San Jose,1653;Pacific Division,1729;Western Conference,1837;Filip Zadina,1884;Carolina Hurricanes,2063;Toronto Maple Leafs,2151;Jon Cooper,2243;Brayden Point,2268;Alex Barre-Boulet,2339;Jonas Johansson,2405;Tommy Novak,2854",20231026030000-213,20231026030000,c5fbc8262db3ef39e82250bba828d23f0c74f2a9f2c6c2ebf265243d6b7d9441,16,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
BOS-current,BOS,Q194121,Boston Bruins,20251030,http://www.coloradostar.com/news/278663859/islanders-hurricanes-enter-showdown-plagued-by-blown-leads,coloradostar.com,"2#Colorado, United States#US#USCO##39.0646#-105.327#CO#2288;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#2705;2#New York, United States#US#USNY##42.1497#-74.9384#NY#60;2#New York, United States#US#USNY##42.1497#-74.9384#NY#356;2#New York, United States#US#USNY##42.1497#-74.9384#NY#944;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1239;3#Philadelphia, Pennsylvania, United States#US#USPA#PA101#39.9523#-75.1638#1209052#1051;3#Los Angeles, California, United States#US#USCA#CA037#34.0522#-118.244#1662328#2256","Dennis Schneidler-Imagn Images,50;New York Islander,76;New York,375;Metropolitan Division,457;Boston Bruins,653;Vegas Golden,769;Kyle Palmieri,937;New York,1002;New York,1297;Eastern Conference,1656;Ryan Pulock,1794;Hartford Whalers,2204;Los Angeles Kings,2408;Colorado Avalanche,2431;Jaccob Slavin,2632;William Carrier,2682;Eric Robinson,2717;Shayne Gostisbehere,2787;Golden Knights,2866;Logan Stankoven,3018;Golden Knights,3112;Jordan Martinook,3356;Field Level,3521",20251030000000-1077,20251030000000,d49141cea42849550f828acf53d85d19751807a72e653b36f044676c0b68d21f,17,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
BOS-current,BOS,Q194121,Boston Bruins,20241127,https://nesn.com/2024/11/nesn-to-celebrate-boston-bruins-centennial-game-with-series-of-festivities/,nesn.com,"3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#6;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#108;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#328;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#659;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#1710","Boston Bruins Centennial Game,113;Montreal Canadiens,194;Boston Bruins,316;Centennial Game,421;Boston Bruins,652;Bruins Hockey,1095;Boston Bruins,1638;Centennial Game,1757",20241127180000-742,20241127180000,d4a3fc91ed0fe64681464603123e21f9bd1ac6e011dfa7530c50bf70f2048d2a,18,Codex manual review,true,,2026-08-03,URL subject and GKG AllNames context establish a substantive article-context reference to the registered NHL club
BOS-current,BOS,Q194121,Boston Bruins,20251030,https://www.640wxsm.com/2025/10/29/islanders-hurricanes-enter-showdown-plagued-by-blown-leads/,640wxsm.com,"2#Colorado, United States#US#USCO##39.0646#-105.327#CO#2242;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#2675;2#New York, United States#US#USNY##42.1497#-74.9384#NY#12;2#New York, United States#US#USNY##42.1497#-74.9384#NY#310;2#New York, United States#US#USNY##42.1497#-74.9384#NY#898;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1193;3#Philadelphia, Pennsylvania, United States#US#USPA#PA101#39.9523#-75.1638#1209052#1005;3#Los Angeles, California, United States#US#USCA#CA037#34.0522#-118.244#1662328#2210","New York Islander,22;New York,321;Metropolitan Division,403;Boston Bruins,599;Vegas Golden,715;Kyle Palmieri,883;New York,948;New York,1243;Eastern Conference,1602;Ryan Pulock,1738;Hartford Whalers,2148;Los Angeles Kings,2352;Colorado Avalanche,2375;Jaccob Slavin,2586;William Carrier,2636;Eric Robinson,2671;Shayne Gostisbehere,2741;Golden Knights,2830;Logan Stankoven,2982;Golden Knights,3076;Jordan Martinook,3318",20251030000000-1595,20251030000000,ef7bd9ee3b4cabcebf35cf1122351e444dca9a46c927f4e573ae4cc686b7503e,19,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
BOS-current,BOS,Q194121,Boston Bruins,20241127,https://www.torontotelegraph.com/news/274795201/kevin-lankinen-stars-in-goal-in-canucks-beat-bruins,torontotelegraph.com,"4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#151;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#518;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#194;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#766;3#Boston, Massachusetts, United States#US#USMA#MA025#42.3584#-71.0598#617565#1554","Winslow Townson-Imagn Images,48;Jake DeBrusk,117;Vancouver Canucks,171;Boston Bruins,205;Conor Garland,1218;Marc McLaughlin,1444;Trent Frederic,1466;Field Level,2022",20241127120000-779,20241127120000,f4619777946c2d97bc5b7ce96cd4a1d6905af88e5465f6fcdb87d387f0cb5bf1,20,Codex manual review,true,,2026-08-03,URL subject and GKG AllNames context establish a substantive article-context reference to the registered NHL club
CHI-current,CHI,Q209636,Chicago Blackhawks,20240303,https://www.inquirer.com/flyers/flyers-takeaways-senators-score-playoffs-trade-deadline-20240303.html,inquirer.com,"1#Swedish#SW#SW##62#15#SW#3659;1#Swede#SW#SW##62#15#SW#2662;4#Ottawa, Ontario, Canada#CA#CA08#12755#45.4167#-75.7#-570760#289;2#Florida, United States#US#USFL##27.8333#-81.717#FL#5072","Ottawa Senators,325;Metropolitan Division,757;Atlantic Division,830;Danny Bri,943;Washington Capitals,1087;John Tortorella,1174;Claude Giroux,1347;Felix Sandstr,2175;Chicago Blackhawks,2307;Sam Ersson,2541;Mark Kastelic,2877;Vladimir Tarasenko,2971;Thomas Chabot,3038;Dominik Kubalik,3060;Jake Sanderson,3297;Marc-Andre Fleury,3407;Swedish Flyers,3882;Tyson Foerster,4230;Louis Blues,5340;With Foerster,5391;Nick Seeler,6170",20240303150000-29,20240303150000,091469648743aafdb4a1d1939342d9cc172054635896def764896634d2747cbb,21,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
CHI-current,CHI,Q209636,Chicago Blackhawks,20250129,https://945rocks.iheart.com/content/2025-01-29-lightning-open-homestand-with-loss-to-blackhawks/,iheart.com,"3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#11;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#262;3#Los Angeles, California, United States#US#USCA#CA037#34.0522#-118.244#1662328#544","Chicago Blackhawks,23;Tampa Bay Lightning,72;Brayden Point,220;Andrei Vasilevskiy,390;Jonas Johansson,450;Los Angeles Kings,572",20250129150000-600,20250129150000,1d9035f0cfdc3b637f03e28bb740d4799c67b378ea94400527d731c5986806e5,22,Codex manual review,true,,2026-08-03,URL subject and GKG AllNames context establish a substantive article-context reference to the registered NHL club
CHI-current,CHI,Q209636,Chicago Blackhawks,20251106,https://www.tsn.ca/nhl/article/canucks-left-frustrated-by-loss-to-blackhawks-i-thought-we-played-well-enough-to-win/,tsn.ca,"3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#153;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#916;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#1997;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#2599;4#North Vancouver, British Columbia, Canada#CA#CA02#12552#49.3167#-123.067#-570375#3509;1#Canadian#CA#CA##60#-96#CA#4157;1#Canadian#CA#CA##60#-96#CA#4224;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#9;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#79;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#227;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#1100;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#1924;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#2568;4#Vancouver, British Columbia, Canada#CA#CA02#12552#49.25#-123.133#-575268#3509;1#Finnish#FI#FI##64#26#FI#3207;2#Minnesota, United States#US#USMN##45.7326#-93.9196#MN#840","Adam Foote,23;Vancouver Canuck,73;Chicago Blackhawks,143;Matt Grzelcyk,1124;Kevin Lankinen,1171;Canuck Ilya Mikheyev,1295;Evander Kane,1911;Connor Bedard,1992;Spencer Knight,2188;Rogers Arena,3567;North Vancouver,3673;Canadian Press,4366",20251106150000-72,20251106150000,2e8ceacd4f5a58179cdb47f8fd4070f70e0f06b4fdf06a06753a8ff5300eb5c2,23,Codex manual review,true,,2026-08-03,URL subject and GKG AllNames context establish a substantive article-context reference to the registered NHL club
CHI-current,CHI,Q209636,Chicago Blackhawks,20250129,https://1230thegambler.iheart.com/content/2025-01-29-lightning-open-homestand-with-loss-to-blackhawks/,iheart.com,"3#Los Angeles, California, United States#US#USCA#CA037#34.0522#-118.244#1662328#544;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#11;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#262","Chicago Blackhawks,23;Tampa Bay Lightning,72;Brayden Point,220;Andrei Vasilevskiy,390;Jonas Johansson,450;Los Angeles Kings,572",20250129120000-350,20250129120000,3a0e109100f875d6bf2d5f8ec03a9f9d315954cf1d89997b4e3e9f10d9e27d7e,24,Codex manual review,true,,2026-08-03,URL subject and GKG AllNames context establish a substantive article-context reference to the registered NHL club
CHI-current,CHI,Q209636,Chicago Blackhawks,20260124,https://wisr680.com/penguins-jump-on-jarry-and-oilers-for-third-straight-win/,wisr680.com,,"Pittsburgh Penguins,24;Edmonton Oilers,53;Sidney Crosby,331;Arturs Silovs,399;Against Average,661;Vancouver Sunday,847;Chicago Blackhawks,990;Mike Sullivan,1051;New York Rangers,1076",20260124180000-819,20260124180000,6776f02c975c63d118bc33f1715b7125b569529ee1e807aecda9b720facd1ea0,25,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
CHI-current,CHI,Q209636,Chicago Blackhawks,20250129,https://www.bleachernation.com/blackhawks/2025/01/29/a-filthy-goal-dach-sits-slaggerts-effort-saad-waived-heiskanen-hurt-and-other-blackhawks-bullets/,bleachernation.com,"2#Minnesota, United States#US#USMN##45.7326#-93.9196#MN#1490;2#Minnesota, United States#US#USMN##45.7326#-93.9196#MN#1682;2#Minnesota, United States#US#USMN##45.7326#-93.9196#MN#1940;2#Minnesota, United States#US#USMN##45.7326#-93.9196#MN#3208;2#Colorado, United States#US#USCO##39.0646#-105.327#CO#3099;3#Dallas, Texas, United States#US#USTX#TX113#32.7831#-96.8067#1380944#2753;3#Hinsdale, Minnesota, United States#US#USMN#MN137#47.601#-92.1479#661476#3729","Connor Bedard,133;Chicago Blackhawks,302;Patrick Sharp,798;Landon Slaggert,928;Colton Dach,1196;Anders Sorensen,1391;Daily Faceoff,1629;Sam Rinzel,1760;Nick Lardis,2469;Louis Blues,2514;Brandon Saad,2557;Miro Heiskanen,2883;Pete DeBoer,2931;Mikko Rantanen,3284;Kirill Kaprizov,3408;Western Conference,3460;Check Out,3516;Walter Payton,3630;Rising Stars,3826;All-Star Weekend,3851;Hinsdale Hammer,3907",20250129150000-1807,20250129150000,73ba26faac6d32d005dacd1c242c26219da3d327be1ae50bdb3cee9fefe3e380,26,Codex manual review,true,,2026-08-03,URL subject and GKG AllNames context establish a substantive article-context reference to the registered NHL club
CHI-current,CHI,Q209636,Chicago Blackhawks,20250112,https://www.yardbarker.com/nhl/articles/former_coach_says_bedard_needs_his_draisaitl_3_options/s1_16454_41562794,yardbarker.com,"2#Colorado, United States#US#USCO##39.0646#-105.327#CO#2640;4#Toronto, Ontario, Canada#CA#CA08#12686#43.6667#-79.4167#-574890#3048;4#Toronto, Ontario, Canada#CA#CA08#12686#43.6667#-79.4167#-574890#3108;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#40;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#1931;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#4517;3#Chicago, Illinois, United States#US#USIL#IL031#41.85#-87.6501#423587#4712;1#Canada#CA#CA##60#-96#CA#1009;1#Canada#CA#CA##60#-96#CA#3056;1#Canada#CA#CA##60#-96#CA#3116","Chicago Blackhawks,53;Connor Bedard,78;Edmonton Oilers,210;Connor McDavid,850;Edmonton Oilers,873;Leon Draisaitl,892;Hockey Night,998;Finn Mikko Rantanen,2627;Like Draisaitl,2669;Mitch Marner,3076;Toronto Maple,3097;Maple Leafs,3266;Blackhawks Trade,3815;Elias Pettersson,4094;Path Forward,4642;Rick Bowness,4941;Hockey Central,4964;Jonathan Toews,5489;Patrick Kane,5506;Stanley Cups,5550",20250112180000-873,20250112180000,74ad1ae1d43214d26fc2b71db26e3f994c5b63036d7216a7bd36b23e1dd72123,27,Codex manual review,true,,2026-08-03,URL subject and GKG AllNames context establish a substantive article-context reference to the registered NHL club
CHI-current,CHI,Q209636,Chicago Blackhawks,20260124,https://www.covers.com/nhl/player-prop-bets-picks-saturday-1-24-2026,covers.com,"2#Minnesota, United States#US#USMN##45.7326#-93.9196#MN#1954;4#Ottawa, Ontario, Canada#CA#CA08#12755#45.4167#-75.7#-570760#1072;1#Russian#RS#RS##60#100#RS#1688;2#Utah, United States#US#USUT##40.1135#-111.854#UT#1214;2#Utah, United States#US#USUT##40.1135#-111.854#UT#1369","National Hockey League,64;Ryan O'Reilly,148;Ivan Demidov,166;O'Reilly Over,301;Demidov Over,336;Enjoying Covers,561;Ryan O'Reilly Over,802;Nashville Predators,887;Ottawa Senators,1124;Utah Mammoth,1272;Ivan Demidov Over,1577;Montreal Canadiens,1666;Buffalo Sabres,1974;Boston Bruins,2136;Nikita Kucherov,2448;Chicago Blackhawks,2771;Tampa Bay Lightning,2846;Blue Jackets,2966;Benchmark International,3076",20260124180000-676,20260124180000,7a59e01cbaacc2422f9cae83fc74e9a995d80e71a3781b2c751da2c09abdf205,28,Codex manual review,false,"URL subject is unrelated to the target club or the club appears only in incidental, standings, publisher-page, or related-content context",2026-08-03,URL subject and GKG AllNames context do not establish the club as a substantive article subject
