audit_id,mapping_id,club_id,sample_rank,article_url,extraction_rule_version,reviewer,is_true_club_match,review_basis,exclusion_reason,reviewed_at
bcd16566-d3f3-5998-a8ea-d34455aafb14,NSH-current,NSH,3,https://www.theintermountain.com/uncategorized/2024/07/predators-add-stamkos-marchessault-in-blockbuster-moves/,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
1facc298-695d-58ad-b4d3-816703906e19,NSH-current,NSH,4,https://www.allaboutthejersey.com/2025/2/5/24348295/devils-potential-trade-partner-nashville-predators,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
ea41459f-3971-5d08-861c-a3c1ac3a657c,NSH-current,NSH,5,https://www.thescore1260.com/2026/04/10/predators-have-work-to-do-to-secure-playoffs-while-wild-jockey-for-home-ice-edge/,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
177755e7-a1dd-5fea-a759-d20b33ac0a86,NSH-current,NSH,6,https://abc7.com/post/predators-play-ducks-following-forsbergs-2-goal-game/15832318/,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
bc4ea15b-1db6-5c2c-821e-239a23f3e597,NSH-current,NSH,7,https://www.rockdalenewtoncitizen.com/fieldlevel/high-octane-jets-face-predators-aim-to-continue-win-streak/article_6eca7f41-71d9-57b1-a5b9-af537fe12a23.html,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
5b3d70f0-ce89-589a-a135-f00414a75d22,NSH-current,NSH,8,https://www.1045thezone.com/2026/04/04/with-wild-card-in-sight-sharks-eye-crucial-contest-vs-predators/,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
8dee4238-ff2a-5b7b-ba08-9e0399c15b30,NSH-current,NSH,9,https://740thefan.com/2026/04/11/stamkos-leads-predators-past-wild-2-1-locking-minnesota-into-the-wests-third-seed/,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
e9b84caf-4122-5b73-859b-ad403617071f,NSH-current,NSH,10,https://www.yardbarker.com/nhl/articles/predators_filip_forsberg_on_playing_with_nyquist_oreilly_we_developed_fantastic_chemistry_from_day_1/s1_16958_40122208,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
8b845850-4cc4-54b3-9518-d5063f16927c,WPG-current,WPG,1,https://www.winnipegfreepress.com/this-just-in/jets-down-blues-3-1,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
c53612c3-7433-5be1-ae3c-89f45a5c90b2,WPG-current,WPG,2,https://www.bignewsnetwork.com/news/274182397/coach-rick-bowness-leaves-jets-for-minor-medical-procedure,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
f3c9ab5b-66d3-5d39-9a4c-118e3df199a2,WPG-current,WPG,3,https://www.sandiegosun.com/news/274128811/high-scoring-canucks-take-on-offensively-challenged-jets,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
299c4d16-8b1d-5017-84a6-c736c950b43e,WPG-current,WPG,4,https://www.winnipegfreepress.com/featured/2024/04/28/good-thing-jets-brought-doc-on-trip,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
8118ac9c-7311-5e13-bac9-a3a329a72f55,WPG-current,WPG,5,https://www.eastbaytimes.com/2025/11/06/san-jose-sharks-macklin-celebrini-winnipeg-jets-florida-panthers/,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
50498bff-1c27-5d82-8d1f-a6761ded90ea,WPG-current,WPG,6,https://www.yardbarker.com/nhl/articles/penguins_trade_recent_acquisition_to_jets/s1_14825_41867748,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
124595c0-634d-5f31-bedd-ab3394f53ce1,WPG-current,WPG,7,https://www.joxfm.com/2026/02/24/jets-resume-playoff-push-without-no-1-goalie-face-lowly-canucks/,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
c498f18d-ac38-5beb-8baa-ec1b5e79164a,WPG-current,WPG,8,https://www.stalbertgazette.com/alberta-news/vilardi-nets-four-points-as-jets-cool-off-flames-5-2-10134194,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
df993f61-3e1b-5d21-9308-b0bc9365630a,WPG-current,WPG,9,https://www.cbc.ca/news/canada/manitoba/winnipeg-jets-la-kings-9.6967405,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
b0bc2317-d77f-51b7-9442-0dee0127a8cc,WPG-current,WPG,10,https://www.si.com/nhl/mark-scheifele-scores-jets-father-death,gkg-exact-name-url-subject-v1.0.0,Codex manual URL-subject review,true,URL subject identifies the registered NHL club and the GKG AllNames extraction independently contains the exact full club name,,2026-08-03
