audit_id,club_id,stratum,article_url,title,query,domain,language,source_country,seen_at,retrieved_at,reviewer,is_true_club_match,exclusion_reason,reviewed_at,review_basis
6d9a2106-a2cd-555b-8d8e-9a683b4eac3f,BUF,recent_english_exact_full_name,https://wbuf.com/buffalo-sabres-jerseys/,Buffalo Sabres make change to jersey for next season . ,"""Buffalo Sabres"" sourcelang:english",wbuf.com,English,,20260618T104500Z,2026-08-03T15:04:26Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
19277c8a-a733-5ffe-bccf-0844d7c867a1,BUF,recent_english_exact_full_name,https://wyrk.com/ixp/17/p/buffalo-sabres-jerseys/,Buffalo Sabres make change to jersey for next season . ,"""Buffalo Sabres"" sourcelang:english",wyrk.com,English,United States,20260618T124500Z,2026-08-03T15:04:26Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
7fa07d10-650d-5e67-9867-bfe7f602a4b4,BUF,recent_english_exact_full_name,https://wblk.com/ixp/17/p/buffalo-sabres-jerseys/,Buffalo Sabres make change to jersey for next season . ,"""Buffalo Sabres"" sourcelang:english",wblk.com,English,United States,20260618T133000Z,2026-08-03T15:04:26Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
99e20888-1721-5b3b-b90a-fb9576efa760,BUF,recent_english_exact_full_name,https://www.oleantimesherald.com/2026/06/17/san-jose-sharks-acquire-defenseman-michael-kesselring-buffalo-sabres-amid-pick-swap/,San Jose Sharks acquire defenseman Michael Kesselring from Buffalo Sabres amid pick swap,"""Buffalo Sabres"" sourcelang:english",oleantimesherald.com,English,United States,20260618T013000Z,2026-08-03T15:04:26Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
52cf84af-0553-5d56-9126-ba6947c0649d,BUF,recent_english_exact_full_name,https://www.habseyesontheprize.com/montreal-canadiens-news-rickard-rakell-trade-spaculation-analysis-olivia-cook-coaching-style-martin-st-louis-buffalo-sabres-preview-top-prospects/,Habs Headlines : Could Rickard Rakell be a short - term fit ? ,"""Buffalo Sabres"" sourcelang:english",habseyesontheprize.com,English,Canada,20260803T084500Z,2026-08-03T15:04:26Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
bdae1fd2-a5bf-5dd6-aeb1-21dddad21f45,CGY,recent_english_exact_full_name,https://russianmachineneverbreaks.com/2026/06/27/2026-nhl-draft-live-tracker-day-two-picks-trades/,2026 NHL Draft live tracker : Following all of day two picks and trades,"""Calgary Flames"" sourcelang:english",russianmachineneverbreaks.com,English,United States,20260627T151500Z,2026-08-03T15:04:43Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
29ba5d63-f622-51a6-9911-897ce5e3b0fb,CGY,recent_english_exact_full_name,https://www.spotrac.com/nhl/player/_/id/99403/theo-stockselius,Theo Stockselius | NHL Contracts & Salaries,"""Calgary Flames"" sourcelang:english",spotrac.com,English,United States,20260505T174500Z,2026-08-03T15:04:43Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
49e2f67b-ce5a-57cb-a697-6fbfe88138f0,CGY,recent_english_exact_full_name,https://www.cbc.ca/news/canada/calgary/calgary-flames-alvin-libin-9.7236647,Calgary Flames co - owner Alvin Libin dead at 95,"""Calgary Flames"" sourcelang:english",cbc.ca,English,Canada,20260616T040000Z,2026-08-03T15:04:43Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
2d307e2f-8792-5653-9cfa-2bea9211dadf,CGY,recent_english_exact_full_name,https://www.tsn.ca/nhl/article/flames-sign-g-zarubin-to-three-year-entry-level-contract/,"Calgary Flames sign G Kirill Zarubin to three - year , entry - level contract","""Calgary Flames"" sourcelang:english",tsn.ca,English,Canada,20260522T220000Z,2026-08-03T15:04:43Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
abd826cc-ac99-59f8-bfcb-412fb1efedcd,CGY,recent_english_exact_full_name,https://www.habseyesontheprize.com/2026-nhl-entry-draft-preview-start-time-tv-schedule-and-how-to-watch-tv-listings-online-stream-gavin-mckenna-ivar-stenberg-viggo-bjorck/,2026 NHL Entry Draft : Preview and how to watch,"""Calgary Flames"" sourcelang:english",habseyesontheprize.com,English,Canada,20260626T143000Z,2026-08-03T15:04:43Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
28c518c7-3456-5f17-836e-7e5c16b274e6,CAR,recent_english_exact_full_name,https://russianmachineneverbreaks.com/2026/05/09/hurricanes-taunt-flyers-sweep-gritty-its-always-sunny-memes/,"Hurricanes taunt Flyers with  It Always Sunny in Philadelphia  memes , disrespect Gritty after sweeping them in second - round playoff series","""Carolina Hurricanes"" sourcelang:english",russianmachineneverbreaks.com,English,United States,20260510T044500Z,2026-08-03T15:05:14Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
239fc251-498e-53b5-9a91-a0e06ebe929a,CAR,recent_english_exact_full_name,https://www.wwaytv3.com/hurricanes-foundation-donates-50000-to-fight-summer-hunger-150000-meals-supported/,"Hurricanes Foundation donates $50 , 000 to Fight Summer Hunger , 150 , 000 meals supported","""Carolina Hurricanes"" sourcelang:english",wwaytv3.com,English,United States,20260608T201500Z,2026-08-03T15:05:14Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
305c03d7-a815-5ea4-8d35-43a502c86fa4,CAR,recent_english_exact_full_name,https://www.ocregister.com/2026/06/14/carolina-hurricanes-shut-down-vegas-golden-knights-to-win-stanley-cup/,Carolina Hurricanes shut down Vegas Golden Knights to win Stanley Cup,"""Carolina Hurricanes"" sourcelang:english",ocregister.com,English,United States,20260615T061500Z,2026-08-03T15:05:14Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
c894cf90-3c6d-52cc-b0f2-8d726a1cf2fb,CAR,recent_english_exact_full_name,https://www.wxii12.com/article/viral-carolina-hurricanes-fan-bryson-karbley-stanley-cup-tickets/71538002,Viral  Caniac  fan scores tickets Stanley Cup Final game 5 thanks to Hurricanes,"""Carolina Hurricanes"" sourcelang:english",wxii12.com,English,United States,20260609T213000Z,2026-08-03T15:05:14Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
00568351-710b-53bd-8281-9f4de5a1844b,CAR,recent_english_exact_full_name,https://www.wral.com/carolina-hurricanes-arrive-at-rdu-with-stanley-cup-trophy/22367462/,Carolina Hurricanes arrive at RDU with Stanley Cup trophy,"""Carolina Hurricanes"" sourcelang:english",wral.com,English,United States,20260616T013000Z,2026-08-03T15:05:14Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
f0645955-3d82-53ea-a40b-2c04fa2f9dba,CHI,recent_english_exact_full_name,https://www.wbez.org/in-the-loop-with-sasha-ann-simons/2026/06/10/blackhawks-chairman-danny-wirtz-on-bringing-historic-investment-to-chicagos-west-side,Blackhawks Chairman Danny Wirtz on bringing historic investment to Chicago West Side,"""Chicago Blackhawks"" sourcelang:english",wbez.org,English,United States,20260610T220000Z,2026-08-03T15:06:42Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
77b4401b-0f33-5753-93ec-2f8d51fb1bab,CHI,recent_english_exact_full_name,https://www.fox32chicago.com/news/blackhawks-legend-dennis-hull-dies-81,Blackhawks legend Dennis Hull dies at 81,"""Chicago Blackhawks"" sourcelang:english",fox32chicago.com,English,United States,20260531T004500Z,2026-08-03T15:06:42Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
875e0881-38c8-5d7b-b0c6-185360ea303a,CHI,recent_english_exact_full_name,https://www.spotrac.com/nhl/player/_/id/84536/roman-kantserov,Roman Kantserov | NHL Contracts & Salaries,"""Chicago Blackhawks"" sourcelang:english",spotrac.com,English,United States,20260522T134500Z,2026-08-03T15:06:42Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
c972f2a6-c56f-5536-b57f-9533bb58200a,CHI,recent_english_exact_full_name,https://www.thenews.com.pk/latest/1410003-patrick-kane-returns-to-chicago-blackhawks-on-two-year-deal,Patrick Kane returns to Chicago Blackhawks on two - year deal,"""Chicago Blackhawks"" sourcelang:english",thenews.com.pk,English,Pakistan,20260723T144500Z,2026-08-03T15:06:42Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
741ea8b9-3ab1-50f2-ab2c-5d584c5d4b9f,CHI,recent_english_exact_full_name,https://bleacherreport.com/articles/25455389-nhl-schedule-2026-27-released-opening-day-all-star-weekend-and-key-dates,"NHL Schedule 2026 - 27 Released for Opening Day , All - Star Weekend and Key Dates","""Chicago Blackhawks"" sourcelang:english",bleacherreport.com,English,United States,20260716T193000Z,2026-08-03T15:06:42Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
7b09ca02-425e-51df-8e5a-5d21285c426f,COL,recent_english_exact_full_name,https://www.durangoherald.com/articles/golden-knights-roll-to-early-lead-hold-off-avs-4-2-to-open-western-conference-final/,"Golden Knights roll to early lead , hold off Avs 4 - 2 to open Western Conference Final","""Colorado Avalanche"" sourcelang:english",durangoherald.com,English,United States,20260521T033000Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
171627a9-a8a1-59bf-b3ae-e0c34ab81afb,COL,recent_english_exact_full_name,https://nypost.com/2026/05/09/betting/avalanche-vs-wild-game-3-prediction-nhl-odds-picks-best-bets-for-stanley-cup-playoffs/,"Avalanche vs . Wild Game 3 prediction : NHL odds , picks , best bets for Stanley Cup playoffs","""Colorado Avalanche"" sourcelang:english",nypost.com,English,United States,20260509T214500Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
f84477eb-4a63-5b5e-bd24-3378ee095ad7,COL,recent_english_exact_full_name,https://bleacherreport.com/articles/25430759-avalanche-hc-jared-bednar-drops-honest-quote-after-blowing-3-goal-lead-and-now-facing-elimination,Avalanche HC Jared Bednar Drops Honest Quote After Blowing 3 - Goal Lead and Now Facing Elimination,"""Colorado Avalanche"" sourcelang:english",bleacherreport.com,English,United States,20260525T140000Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
209013eb-56d0-53f1-a98a-d0679f9245eb,COL,recent_english_exact_full_name,https://bleacherreport.com/articles/25432358-br-2026-nhl-stanley-cup-final-predictions,B / R 2026 NHL Stanley Cup Final Predictions,"""Colorado Avalanche"" sourcelang:english",bleacherreport.com,English,United States,20260601T174500Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
482f845c-4f39-526b-8f03-c3410c2d1711,COL,recent_english_exact_full_name,https://www.durangoherald.com/articles/hoping-to-stave-off-elimination-avalanche-turn-to-goalie-mackenzie-blackwood-in-game-4/,"Hoping to stave off elimination , Avalanche turn to goalie Mackenzie Blackwood in Game 4","""Colorado Avalanche"" sourcelang:english",durangoherald.com,English,United States,20260527T070000Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
8b4fe027-c5c2-542c-b37c-9d53645039d1,CBJ,recent_english_exact_full_name,https://abc6onyourside.com/news/local/columbus-blue-jackets-kick-off-recyle-the-game-initiative,Columbus Blue Jackets kick off  Recycle the Game  initiative,"""Columbus Blue Jackets"" sourcelang:english",abc6onyourside.com,English,United States,20260708T230000Z,2026-08-03T15:06:37Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
71ba44f4-ee5e-5236-955e-2714cbc51a8e,CBJ,recent_english_exact_full_name,https://www.spotrac.com/nhl/player/_/id/1944/cody-bass,Cody Bass | NHL Contracts & Salaries,"""Columbus Blue Jackets"" sourcelang:english",spotrac.com,English,United States,20260605T021500Z,2026-08-03T15:06:37Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
966f1dad-da30-5599-bf44-4b2236a1be57,CBJ,recent_english_exact_full_name,https://www.spotrac.com/nhl/player/_/id/82041/hunter-mckown,"Hunter McKown Contract , Salary & Cap Hit 2026","""Columbus Blue Jackets"" sourcelang:english",spotrac.com,English,United States,20260626T163000Z,2026-08-03T15:06:37Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
62df6f96-4aa1-5d1d-a2fc-a967effce66b,CBJ,recent_english_exact_full_name,https://www.tsn.ca/nhl/article/blue-jackets-nearing-deal-with-pending-free-agent-coyle/,"Columbus Blue Jackets sign pending free - agent centre Charlie Coyle to six - year , $36 million deal","""Columbus Blue Jackets"" sourcelang:english",tsn.ca,English,Canada,20260512T150000Z,2026-08-03T15:06:37Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
7960f6c2-7e04-58eb-984f-13701b153053,CBJ,recent_english_exact_full_name,https://www.thebiglead.com/maple-leafs-may-need-matthew-knies-package-to-land-zach-werenski/,Maple Leafs may need Matthew Knies package to land Zach Werenski,"""Columbus Blue Jackets"" sourcelang:english",thebiglead.com,English,United States,20260630T184500Z,2026-08-03T15:06:37Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
b53fd326-87ee-51c4-95cd-37fa23e71e41,DAL,recent_english_exact_full_name,https://www.prnewswire.com/news-releases/dallas-stars-and-delta-dental-of-california-partner-to-promote-oral-health-and-overall-health-302769978.html,Dallas Stars and Delta Dental of California Partner to Promote Oral Health and Overall Health,"""Dallas Stars"" sourcelang:english",prnewswire.com,English,United States,20260512T190000Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
269c7906-4eb7-5ef4-af48-9a4ff32eaf14,DAL,recent_english_exact_full_name,https://www.fox4news.com/news/plano-city-council-approve-using-tax-dollars-build-new-dallas-stars-arena,Plano City Council approves using $700 million in taxpayer funds to build new Dallas Stars arena,"""Dallas Stars"" sourcelang:english",fox4news.com,English,United States,20260609T033000Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
abe6161d-961e-5bfc-85d0-e82c82b1558b,DAL,recent_english_exact_full_name,https://www.nbcdfw.com/news/local/dallas-stars-chose-planos-willow-bend-area-for-new-arena/4031357/,"Dallas Stars chose Plano for new arena , entertainment district","""Dallas Stars"" sourcelang:english",nbcdfw.com,English,United States,20260603T013000Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
3c7cb242-75f3-5933-bd4c-eca79579aeb3,DAL,recent_english_exact_full_name,https://lonestar925.iheart.com/featured/jeff-k/content/2026-06-20-happy-dallas-stars-championship-anniversary/,Happy Dallas Stars Championship Anniversary ! | Lone Star 92 . 5,"""Dallas Stars"" sourcelang:english",lonestar925.iheart.com,English,United States,20260620T100000Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
b2994216-017a-5099-978d-c2bc5120bb96,DAL,recent_english_exact_full_name,https://www.wmur.com/article/nh-mountain-kings-nhl-draft/71776103,NH Mountain Kings player drafted into NHL,"""Dallas Stars"" sourcelang:english",wmur.com,English,United States,20260630T040000Z,2026-08-03T15:06:34Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
f2939d24-becd-548e-93eb-79450a91aa7d,DET,recent_english_exact_full_name,https://www.theoaklandpress.com/2026/06/28/steve-yzerman-no-guarantees-dylan-larkins-trade-request-will-be-met/,Steve Yzerman : No guarantees Dylan Larkin trade request will be met – The Oakland Press,"""Detroit Red Wings"" sourcelang:english",theoaklandpress.com,English,United States,20260628T163000Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
402d0756-f9fe-5c74-bf4f-5824fae2a834,DET,recent_english_exact_full_name,https://www.wnem.com/2026/07/15/watch-wnem-afternoon-extra-wednesday-july-15/,WNEM Afternoon Extra : Yzerman no longer Red Wings GM,"""Detroit Red Wings"" sourcelang:english",wnem.com,English,United States,20260715T211500Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
83c6c875-54fe-5e80-9410-747c2d1724de,DET,recent_english_exact_full_name,https://www.tsn.ca/nhl/article/report-larkin-adds-stars-to-trade-list/,Detroit Red Wings captain Dylan Larkin adds Dallas Stars to trade list,"""Detroit Red Wings"" sourcelang:english",tsn.ca,English,Canada,20260709T184500Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
7faf6b56-f52d-52c0-91f6-8d1347d986bc,DET,recent_english_exact_full_name,https://www.fox2detroit.com/news/steve-yzerman-out-red-wings-gm-amid-leadership-transition,"Steve Yzerman out as Red Wings GM , amid  leadership transition  ","""Detroit Red Wings"" sourcelang:english",fox2detroit.com,English,United States,20260715T174500Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
4e6f40af-cc6c-52c2-ac09-7704a0b72b39,DET,recent_english_exact_full_name,https://russianmachineneverbreaks.com/2026/07/23/nhlpa-rookie-showcase-cole-hutson-andrew-cristall-gavin-mckenna-chicago/,Cole Hutson and Andrew Cristall to represent Capitals at 2026 NHLPA Rookie Showcase,"""Detroit Red Wings"" sourcelang:english",russianmachineneverbreaks.com,English,United States,20260723T211500Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
c942745c-6239-56d4-b187-1ad66fd12df2,EDM,recent_english_exact_full_name,https://montrealgazette.com/press-releases/globe-newswire/edmonton-oilers-community-foundation-and-ymca-team-up-to-deliver-unforgettable-experiences-to-kids-this-august/,Edmonton Oilers Community Foundation and YMCA team up to deliver unforgettable experiences to kids this August,"""Edmonton Oilers"" sourcelang:english",montrealgazette.com,English,Canada,20260729T211500Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
051028a0-5c00-56af-bdcc-8749accae1d8,EDM,recent_english_exact_full_name,https://www.manilatimes.net/2026/07/30/tmt-newswire/globenewswire/edmonton-oilers-community-foundation-and-ymca-team-up-to-deliver-unforgettable-experiences-to-kids-this-august/2394479,Edmonton Oilers Community Foundation and YMCA team up to deliver unforgettable experiences to kids this August,"""Edmonton Oilers"" sourcelang:english",manilatimes.net,English,Philippines,20260729T213000Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
40ac1d2e-4c3f-563d-ba52-83c9004b29e9,EDM,recent_english_exact_full_name,https://www.thebiglead.com/jason-demers-predicts-edmonton-oilers-pacific-division-nhl/,Jason Demers predicts Oilers will  run away  with Pacific Division,"""Edmonton Oilers"" sourcelang:english",thebiglead.com,English,United States,20260731T183000Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
0859466c-15a3-5602-bea9-443cd45f18c7,EDM,recent_english_exact_full_name,https://www.thebiglead.com/oilers-rumors-edmonton-is-ready-to-trade-74m-d-man-ahead-of-2026-27-nhl-season/,Oilers Rumors : Edmonton is  ready  to trade $74M D - man ahead of 2026 - 27 NHL season,"""Edmonton Oilers"" sourcelang:english",thebiglead.com,English,United States,20260604T203000Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
1e08a6da-9e85-5aa6-b7cc-5f01b65ff3f0,EDM,recent_english_exact_full_name,https://www.ckom.com/2026/06/24/the-green-zone-replay-tuesday-june-23/,"The Green Zone Replay – Tuesday , June 23","""Edmonton Oilers"" sourcelang:english",ckom.com,English,Canada,20260624T164500Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
f61ecbb2-e404-533e-af64-7cb96e95eabd,FLA,recent_english_exact_full_name,https://www.sun-sentinel.com/2026/06/23/excited-for-this-next-chapter-brady-tkachuk-ecstatic-to-join-brother-matthew-with-panthers/,Brady Tkachuk talks about trade to the Florida Panthers,"""Florida Panthers"" sourcelang:english",sun-sentinel.com,English,United States,20260623T194500Z,2026-08-03T15:06:49Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
659312b7-5a2f-50c4-8e12-5805b68ddde2,FLA,recent_english_exact_full_name,https://www.sun-sentinel.com/2026/06/26/fun-in-july-2026-coco-market-bahamas-celebration-world-cup-watch-parties-with-ac/,"July festivals , fairs and family fun","""Florida Panthers"" sourcelang:english",sun-sentinel.com,English,United States,20260626T163000Z,2026-08-03T15:06:49Z,Codex manual review,false,Regional events roundup; available evidence did not establish a material Florida Panthers item.,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
07fafb4e-fe92-5fd2-9712-caff33fa9062,FLA,recent_english_exact_full_name,https://www.thebiglead.com/vegas-challenging-florida-panthers-for-most-hated-nhl-team-crown/,Vegas challenging Florida Panthers for  most hated  NHL team crown,"""Florida Panthers"" sourcelang:english",thebiglead.com,English,United States,20260527T154500Z,2026-08-03T15:06:49Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
9229a399-5c42-588d-8727-98f9ba3bf784,FLA,recent_english_exact_full_name,https://www.cbc.ca/news/canada/ottawa/brady-tkachuk-trade-ottawa-senators-florida-panthers-9.7245641,Brady Tkachuk says he asked for a trade to start the  next chapter  of his career,"""Florida Panthers"" sourcelang:english",cbc.ca,English,Canada,20260623T201500Z,2026-08-03T15:06:49Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
002da466-70b8-5c49-8ca7-1edeb9026e9f,FLA,recent_english_exact_full_name,https://www.tsn.ca/nhl/article/panthers-g-schmid-avoid-arbitration-with-two-year-contract/,"Florida Panthers , goaltender Akira Schmid avoid arbitration with two - year contract","""Florida Panthers"" sourcelang:english",tsn.ca,English,Canada,20260724T233000Z,2026-08-03T15:06:49Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
918ad3fc-6edd-570a-b819-7e41e8a31533,LAK,recent_english_exact_full_name,https://russianmachineneverbreaks.com/2026/06/27/2026-nhl-draft-live-tracker-day-two-picks-trades/,2026 NHL Draft live tracker : Following all of day two picks and trades,"""Los Angeles Kings"" sourcelang:english",russianmachineneverbreaks.com,English,United States,20260627T151500Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
40f3f2b4-71b5-57f0-a9e4-dbedc709ee83,LAK,recent_english_exact_full_name,https://www.thebiglead.com/3-burning-questions-los-angeles-kings-must-answer-in-2026-offseason/,3 urgent questions Los Angeles Kings must answer in 2026 offseason,"""Los Angeles Kings"" sourcelang:english",thebiglead.com,English,United States,20260507T043000Z,2026-08-03T15:06:33Z,Codex manual review,true,,2026-08-03,"title, publisher/domain, URL context, and article body where needed"
